"Site","Stream","precip","Date"
"CC4","Crabtree Creek",8.12600040435791,2008-02-02
"CC5","Crabtree Creek",6.46600008010864,2008-02-02
"HSC6","Hare Snipe Creek",8.12600040435791,2008-02-02
"HC7","House Creek",7.75500011444092,2008-02-02
"LBC8","Little Brier Creek",8.85999965667725,2008-02-02
"MC9","Marsh Creek",6.46600008010864,2008-02-02
"MC10","Mine Creek",7.75500011444092,2008-02-02
"PC11","Perry Creek",6.87400007247925,2008-02-02
"PHB12","Pigeon House Branch",7.08699989318848,2008-02-02
"RC13","Richland Creek",8.12600040435791,2008-02-02
"RC14","Richland Creek-WF",7.7519998550415,2008-02-02
"RB15","Rocky Branch",6.74700021743774,2008-02-02
"SC16","Sycamore Creek",8.12600040435791,2008-02-02
"TC17","Turkey Creek",8.12600040435791,2008-02-02
"WC18","Walnut Creek",6.18800020217896,2008-02-02
"BDB1","Beaverdam Branch",0,2008-02-03
"BB2","Big Branch",0,2008-02-03
"BBS3","Big Branch South",0,2008-02-03
"CC4","Crabtree Creek",0,2008-02-03
"CC5","Crabtree Creek",0,2008-02-03
"HSC6","Hare Snipe Creek",0,2008-02-03
"HC7","House Creek",0,2008-02-03
"LBC8","Little Brier Creek",0,2008-02-03
"MC9","Marsh Creek",0,2008-02-03
"MC10","Mine Creek",0,2008-02-03
"PC11","Perry Creek",0,2008-02-03
"PHB12","Pigeon House Branch",0,2008-02-03
"RC13","Richland Creek",0,2008-02-03
"RC14","Richland Creek-WF",0,2008-02-03
"RB15","Rocky Branch",0,2008-02-03
"SC16","Sycamore Creek",0,2008-02-03
"TC17","Turkey Creek",0,2008-02-03
"WC18","Walnut Creek",0,2008-02-03
"BDB1","Beaverdam Branch",0,2008-02-04
"BB2","Big Branch",0,2008-02-04
"BBS3","Big Branch South",0,2008-02-04
"CC4","Crabtree Creek",0,2008-02-04
"CC5","Crabtree Creek",0,2008-02-04
"HSC6","Hare Snipe Creek",0,2008-02-04
"HC7","House Creek",0,2008-02-04
"LBC8","Little Brier Creek",0,2008-02-04
"MC9","Marsh Creek",0,2008-02-04
"MC10","Mine Creek",0,2008-02-04
"PC11","Perry Creek",0,2008-02-04
"PHB12","Pigeon House Branch",0,2008-02-04
"RC13","Richland Creek",0,2008-02-04
"RC14","Richland Creek-WF",0,2008-02-04
"RB15","Rocky Branch",0,2008-02-04
"SC16","Sycamore Creek",0,2008-02-04
"TC17","Turkey Creek",0,2008-02-04
"WC18","Walnut Creek",0,2008-02-04
"BDB1","Beaverdam Branch",0,2008-02-05
"BB2","Big Branch",0,2008-02-05
"BBS3","Big Branch South",0,2008-02-05
"CC4","Crabtree Creek",0,2008-02-05
"CC5","Crabtree Creek",0,2008-02-05
"HSC6","Hare Snipe Creek",0,2008-02-05
"HC7","House Creek",0,2008-02-05
"LBC8","Little Brier Creek",0,2008-02-05
"MC9","Marsh Creek",0,2008-02-05
"MC10","Mine Creek",0,2008-02-05
"PC11","Perry Creek",0,2008-02-05
"PHB12","Pigeon House Branch",0,2008-02-05
"RC13","Richland Creek",0,2008-02-05
"RC14","Richland Creek-WF",0,2008-02-05
"RB15","Rocky Branch",0,2008-02-05
"SC16","Sycamore Creek",0,2008-02-05
"TC17","Turkey Creek",0,2008-02-05
"WC18","Walnut Creek",0,2008-02-05
"BDB1","Beaverdam Branch",0,2008-02-06
"BB2","Big Branch",0,2008-02-06
"BBS3","Big Branch South",0,2008-02-06
"CC4","Crabtree Creek",0,2008-02-06
"CC5","Crabtree Creek",0,2008-02-06
"HSC6","Hare Snipe Creek",0,2008-02-06
"HC7","House Creek",0,2008-02-06
"LBC8","Little Brier Creek",0,2008-02-06
"MC9","Marsh Creek",0,2008-02-06
"MC10","Mine Creek",0,2008-02-06
"PC11","Perry Creek",0,2008-02-06
"PHB12","Pigeon House Branch",0,2008-02-06
"RC13","Richland Creek",0,2008-02-06
"RC14","Richland Creek-WF",0,2008-02-06
"RB15","Rocky Branch",0,2008-02-06
"SC16","Sycamore Creek",0,2008-02-06
"TC17","Turkey Creek",0,2008-02-06
"WC18","Walnut Creek",0,2008-02-06
"BDB1","Beaverdam Branch",0,2008-02-07
"BB2","Big Branch",0,2008-02-07
"BBS3","Big Branch South",0,2008-02-07
"CC4","Crabtree Creek",0,2008-02-07
"CC5","Crabtree Creek",0,2008-02-07
"HSC6","Hare Snipe Creek",0,2008-02-07
"HC7","House Creek",0,2008-02-07
"LBC8","Little Brier Creek",0,2008-02-07
"MC9","Marsh Creek",0,2008-02-07
"MC10","Mine Creek",0,2008-02-07
"PC11","Perry Creek",0,2008-02-07
"PHB12","Pigeon House Branch",0,2008-02-07
"RC13","Richland Creek",0,2008-02-07
"RC14","Richland Creek-WF",0,2008-02-07
"RB15","Rocky Branch",0,2008-02-07
"SC16","Sycamore Creek",0,2008-02-07
"TC17","Turkey Creek",0,2008-02-07
"WC18","Walnut Creek",0,2008-02-07
"BDB1","Beaverdam Branch",0,2008-02-08
"BB2","Big Branch",0,2008-02-08
"BBS3","Big Branch South",0,2008-02-08
"CC4","Crabtree Creek",0,2008-02-08
"CC5","Crabtree Creek",0,2008-02-08
"HSC6","Hare Snipe Creek",0,2008-02-08
"HC7","House Creek",0,2008-02-08
"LBC8","Little Brier Creek",0,2008-02-08
"MC9","Marsh Creek",0,2008-02-08
"MC10","Mine Creek",0,2008-02-08
"PC11","Perry Creek",0,2008-02-08
"PHB12","Pigeon House Branch",0,2008-02-08
"RC13","Richland Creek",0,2008-02-08
"RC14","Richland Creek-WF",0,2008-02-08
"RB15","Rocky Branch",0,2008-02-08
"SC16","Sycamore Creek",0,2008-02-08
"TC17","Turkey Creek",0,2008-02-08
"WC18","Walnut Creek",0,2008-02-08
"BDB1","Beaverdam Branch",0,2008-02-09
"BB2","Big Branch",0,2008-02-09
"BBS3","Big Branch South",0,2008-02-09
"CC4","Crabtree Creek",0,2008-02-09
"CC5","Crabtree Creek",0,2008-02-09
"HSC6","Hare Snipe Creek",0,2008-02-09
"HC7","House Creek",0,2008-02-09
"LBC8","Little Brier Creek",0,2008-02-09
"MC9","Marsh Creek",0,2008-02-09
"MC10","Mine Creek",0,2008-02-09
"PC11","Perry Creek",0,2008-02-09
"PHB12","Pigeon House Branch",0,2008-02-09
"RC13","Richland Creek",0,2008-02-09
"RC14","Richland Creek-WF",0,2008-02-09
"RB15","Rocky Branch",0,2008-02-09
"SC16","Sycamore Creek",0,2008-02-09
"TC17","Turkey Creek",0,2008-02-09
"WC18","Walnut Creek",0,2008-02-09
"BDB1","Beaverdam Branch",0,2008-02-10
"BB2","Big Branch",0,2008-02-10
"BBS3","Big Branch South",0,2008-02-10
"CC4","Crabtree Creek",0,2008-02-10
"CC5","Crabtree Creek",0,2008-02-10
"HSC6","Hare Snipe Creek",0,2008-02-10
"HC7","House Creek",0,2008-02-10
"LBC8","Little Brier Creek",0,2008-02-10
"MC9","Marsh Creek",0,2008-02-10
"MC10","Mine Creek",0,2008-02-10
"PC11","Perry Creek",0,2008-02-10
"PHB12","Pigeon House Branch",0,2008-02-10
"RC13","Richland Creek",0,2008-02-10
"RC14","Richland Creek-WF",0,2008-02-10
"RB15","Rocky Branch",0,2008-02-10
"SC16","Sycamore Creek",0,2008-02-10
"TC17","Turkey Creek",0,2008-02-10
"WC18","Walnut Creek",0,2008-02-10
"BDB1","Beaverdam Branch",0,2008-02-11
"BB2","Big Branch",0,2008-02-11
"BBS3","Big Branch South",0,2008-02-11
"CC4","Crabtree Creek",0,2008-02-11
"CC5","Crabtree Creek",0,2008-02-11
"HSC6","Hare Snipe Creek",0,2008-02-11
"HC7","House Creek",0,2008-02-11
"LBC8","Little Brier Creek",0,2008-02-11
"MC9","Marsh Creek",0,2008-02-11
"MC10","Mine Creek",0,2008-02-11
"PC11","Perry Creek",0,2008-02-11
"PHB12","Pigeon House Branch",0,2008-02-11
"RC13","Richland Creek",0,2008-02-11
"RC14","Richland Creek-WF",0,2008-02-11
"RB15","Rocky Branch",0,2008-02-11
"SC16","Sycamore Creek",0,2008-02-11
"TC17","Turkey Creek",0,2008-02-11
"WC18","Walnut Creek",0,2008-02-11
"BDB1","Beaverdam Branch",0,2008-02-12
"BB2","Big Branch",0,2008-02-12
"BBS3","Big Branch South",0,2008-02-12
"CC4","Crabtree Creek",0,2008-02-12
"CC5","Crabtree Creek",0,2008-02-12
"HSC6","Hare Snipe Creek",0,2008-02-12
"HC7","House Creek",0,2008-02-12
"LBC8","Little Brier Creek",0,2008-02-12
"MC9","Marsh Creek",0,2008-02-12
"MC10","Mine Creek",0,2008-02-12
"PC11","Perry Creek",0,2008-02-12
"PHB12","Pigeon House Branch",0,2008-02-12
"RC13","Richland Creek",0,2008-02-12
"RC14","Richland Creek-WF",0,2008-02-12
"RB15","Rocky Branch",0,2008-02-12
"SC16","Sycamore Creek",0,2008-02-12
"TC17","Turkey Creek",0,2008-02-12
"WC18","Walnut Creek",0,2008-02-12
"BDB1","Beaverdam Branch",14.3520002365112,2008-02-13
"BB2","Big Branch",13.2959995269775,2008-02-13
"BBS3","Big Branch South",10.8629999160767,2008-02-13
"CC4","Crabtree Creek",15.5939998626709,2008-02-13
"CC5","Crabtree Creek",10.9309997558594,2008-02-13
"HSC6","Hare Snipe Creek",15.5939998626709,2008-02-13
"HC7","House Creek",14.3520002365112,2008-02-13
"LBC8","Little Brier Creek",19.7150001525879,2008-02-13
"MC9","Marsh Creek",10.9309997558594,2008-02-13
"MC10","Mine Creek",14.3520002365112,2008-02-13
"PC11","Perry Creek",12.0389995574951,2008-02-13
"PHB12","Pigeon House Branch",12.1540002822876,2008-02-13
"RC13","Richland Creek",15.5939998626709,2008-02-13
"RC14","Richland Creek-WF",14.5690002441406,2008-02-13
"RB15","Rocky Branch",11.7229995727539,2008-02-13
"SC16","Sycamore Creek",15.5939998626709,2008-02-13
"TC17","Turkey Creek",15.5939998626709,2008-02-13
"WC18","Walnut Creek",13.8559999465942,2008-02-13
"BDB1","Beaverdam Branch",10.6389999389648,2008-02-14
"BB2","Big Branch",11.5920000076294,2008-02-14
"BBS3","Big Branch South",9.91399955749512,2008-02-14
"CC4","Crabtree Creek",10.2709999084473,2008-02-14
"CC5","Crabtree Creek",10.6680002212524,2008-02-14
"HSC6","Hare Snipe Creek",10.2709999084473,2008-02-14
"HC7","House Creek",10.6389999389648,2008-02-14
"LBC8","Little Brier Creek",9.68099975585938,2008-02-14
"MC9","Marsh Creek",10.6680002212524,2008-02-14
"MC10","Mine Creek",10.6389999389648,2008-02-14
"PC11","Perry Creek",14.2950000762939,2008-02-14
"PHB12","Pigeon House Branch",10.5640001296997,2008-02-14
"RC13","Richland Creek",10.2709999084473,2008-02-14
"RC14","Richland Creek-WF",8.82100009918213,2008-02-14
"RB15","Rocky Branch",10.9370002746582,2008-02-14
"SC16","Sycamore Creek",10.2709999084473,2008-02-14
"TC17","Turkey Creek",10.2709999084473,2008-02-14
"WC18","Walnut Creek",9.67300033569336,2008-02-14
"BDB1","Beaverdam Branch",0,2008-02-15
"BB2","Big Branch",0,2008-02-15
"BBS3","Big Branch South",0,2008-02-15
"CC4","Crabtree Creek",0,2008-02-15
"CC5","Crabtree Creek",0,2008-02-15
"HSC6","Hare Snipe Creek",0,2008-02-15
"HC7","House Creek",0,2008-02-15
"LBC8","Little Brier Creek",0,2008-02-15
"MC9","Marsh Creek",0,2008-02-15
"MC10","Mine Creek",0,2008-02-15
"PC11","Perry Creek",0,2008-02-15
"PHB12","Pigeon House Branch",0,2008-02-15
"RC13","Richland Creek",0,2008-02-15
"RC14","Richland Creek-WF",0,2008-02-15
"RB15","Rocky Branch",0,2008-02-15
"SC16","Sycamore Creek",0,2008-02-15
"TC17","Turkey Creek",0,2008-02-15
"WC18","Walnut Creek",0,2008-02-15
"BDB1","Beaverdam Branch",0,2008-02-16
"BB2","Big Branch",0,2008-02-16
"BBS3","Big Branch South",0,2008-02-16
"CC4","Crabtree Creek",0,2008-02-16
"CC5","Crabtree Creek",0,2008-02-16
"HSC6","Hare Snipe Creek",0,2008-02-16
"HC7","House Creek",0,2008-02-16
"LBC8","Little Brier Creek",0,2008-02-16
"MC9","Marsh Creek",0,2008-02-16
"MC10","Mine Creek",0,2008-02-16
"PC11","Perry Creek",0,2008-02-16
"PHB12","Pigeon House Branch",0,2008-02-16
"RC13","Richland Creek",0,2008-02-16
"RC14","Richland Creek-WF",0,2008-02-16
"RB15","Rocky Branch",0,2008-02-16
"SC16","Sycamore Creek",0,2008-02-16
"TC17","Turkey Creek",0,2008-02-16
"WC18","Walnut Creek",0,2008-02-16
"BDB1","Beaverdam Branch",0,2008-02-17
"BB2","Big Branch",0,2008-02-17
"BBS3","Big Branch South",0,2008-02-17
"CC4","Crabtree Creek",0,2008-02-17
"CC5","Crabtree Creek",0,2008-02-17
"HSC6","Hare Snipe Creek",0,2008-02-17
"HC7","House Creek",0,2008-02-17
"LBC8","Little Brier Creek",0,2008-02-17
"MC9","Marsh Creek",0,2008-02-17
"MC10","Mine Creek",0,2008-02-17
"PC11","Perry Creek",0,2008-02-17
"PHB12","Pigeon House Branch",0,2008-02-17
"RC13","Richland Creek",0,2008-02-17
"RC14","Richland Creek-WF",0,2008-02-17
"RB15","Rocky Branch",0,2008-02-17
"SC16","Sycamore Creek",0,2008-02-17
"TC17","Turkey Creek",0,2008-02-17
"WC18","Walnut Creek",0,2008-02-17
"BDB1","Beaverdam Branch",9.90200042724609,2008-02-18
"BB2","Big Branch",9.70899963378906,2008-02-18
"BBS3","Big Branch South",10.831000328064,2008-02-18
"CC4","Crabtree Creek",10.0179996490479,2008-02-18
"CC5","Crabtree Creek",10.3540000915527,2008-02-18
"HSC6","Hare Snipe Creek",10.0179996490479,2008-02-18
"HC7","House Creek",9.90200042724609,2008-02-18
"LBC8","Little Brier Creek",8.7790002822876,2008-02-18
"MC9","Marsh Creek",10.3540000915527,2008-02-18
"MC10","Mine Creek",9.90200042724609,2008-02-18
"PC11","Perry Creek",8.61299991607666,2008-02-18
"PHB12","Pigeon House Branch",10.2340002059937,2008-02-18
"RC13","Richland Creek",10.0179996490479,2008-02-18
"RC14","Richland Creek-WF",8.3439998626709,2008-02-18
"RB15","Rocky Branch",10.7410001754761,2008-02-18
"SC16","Sycamore Creek",10.0179996490479,2008-02-18
"TC17","Turkey Creek",10.0179996490479,2008-02-18
"WC18","Walnut Creek",11.5450000762939,2008-02-18
"BDB1","Beaverdam Branch",0.462000012397766,2008-02-19
"BB2","Big Branch",0.377000004053116,2008-02-19
"BBS3","Big Branch South",0,2008-02-19
"CC4","Crabtree Creek",0.189999997615814,2008-02-19
"CC5","Crabtree Creek",0,2008-02-19
"HSC6","Hare Snipe Creek",0.189999997615814,2008-02-19
"HC7","House Creek",0.462000012397766,2008-02-19
"LBC8","Little Brier Creek",0,2008-02-19
"MC9","Marsh Creek",0,2008-02-19
"MC10","Mine Creek",0.462000012397766,2008-02-19
"PC11","Perry Creek",0.00600000005215406,2008-02-19
"PHB12","Pigeon House Branch",0.0540000014007092,2008-02-19
"RC13","Richland Creek",0.189999997615814,2008-02-19
"RC14","Richland Creek-WF",0.181999996304512,2008-02-19
"RB15","Rocky Branch",0,2008-02-19
"SC16","Sycamore Creek",0.189999997615814,2008-02-19
"TC17","Turkey Creek",0.189999997615814,2008-02-19
"WC18","Walnut Creek",0.0280000008642673,2008-02-19
"BDB1","Beaverdam Branch",0,2008-02-20
"BB2","Big Branch",0,2008-02-20
"BBS3","Big Branch South",0,2008-02-20
"CC4","Crabtree Creek",0,2008-02-20
"CC5","Crabtree Creek",0,2008-02-20
"HSC6","Hare Snipe Creek",0,2008-02-20
"HC7","House Creek",0,2008-02-20
"LBC8","Little Brier Creek",0,2008-02-20
"MC9","Marsh Creek",0,2008-02-20
"MC10","Mine Creek",0,2008-02-20
"PC11","Perry Creek",0,2008-02-20
"PHB12","Pigeon House Branch",0,2008-02-20
"RC13","Richland Creek",0,2008-02-20
"RC14","Richland Creek-WF",0,2008-02-20
"RB15","Rocky Branch",0,2008-02-20
"SC16","Sycamore Creek",0,2008-02-20
"TC17","Turkey Creek",0,2008-02-20
"WC18","Walnut Creek",0,2008-02-20
"BDB1","Beaverdam Branch",0,2008-02-21
"BB2","Big Branch",0,2008-02-21
"BBS3","Big Branch South",0,2008-02-21
"CC4","Crabtree Creek",0,2008-02-21
"CC5","Crabtree Creek",0,2008-02-21
"HSC6","Hare Snipe Creek",0,2008-02-21
"HC7","House Creek",0,2008-02-21
"LBC8","Little Brier Creek",0,2008-02-21
"MC9","Marsh Creek",0,2008-02-21
"MC10","Mine Creek",0,2008-02-21
"PC11","Perry Creek",0,2008-02-21
"PHB12","Pigeon House Branch",0,2008-02-21
"RC13","Richland Creek",0,2008-02-21
"RC14","Richland Creek-WF",0,2008-02-21
"RB15","Rocky Branch",0,2008-02-21
"SC16","Sycamore Creek",0,2008-02-21
"TC17","Turkey Creek",0,2008-02-21
"WC18","Walnut Creek",0,2008-02-21
"BDB1","Beaverdam Branch",4.18300008773804,2008-02-22
"BB2","Big Branch",4.34700012207031,2008-02-22
"BBS3","Big Branch South",3.14800000190735,2008-02-22
"CC4","Crabtree Creek",4.16599988937378,2008-02-22
"CC5","Crabtree Creek",4.05100011825562,2008-02-22
"HSC6","Hare Snipe Creek",4.16599988937378,2008-02-22
"HC7","House Creek",4.18300008773804,2008-02-22
"LBC8","Little Brier Creek",5.8600001335144,2008-02-22
"MC9","Marsh Creek",4.05100011825562,2008-02-22
"MC10","Mine Creek",4.18300008773804,2008-02-22
"PC11","Perry Creek",4.77600002288818,2008-02-22
"PHB12","Pigeon House Branch",4.07299995422363,2008-02-22
"RC13","Richland Creek",4.16599988937378,2008-02-22
"RC14","Richland Creek-WF",6.24900007247925,2008-02-22
"RB15","Rocky Branch",3.78099989891052,2008-02-22
"SC16","Sycamore Creek",4.16599988937378,2008-02-22
"TC17","Turkey Creek",4.16599988937378,2008-02-22
"WC18","Walnut Creek",3.38000011444092,2008-02-22
"BDB1","Beaverdam Branch",2.16300010681152,2008-02-23
"BB2","Big Branch",1.99699997901917,2008-02-23
"BBS3","Big Branch South",2.10800004005432,2008-02-23
"CC4","Crabtree Creek",2.29900002479553,2008-02-23
"CC5","Crabtree Creek",1.88900005817413,2008-02-23
"HSC6","Hare Snipe Creek",2.29900002479553,2008-02-23
"HC7","House Creek",2.16300010681152,2008-02-23
"LBC8","Little Brier Creek",2.26999998092651,2008-02-23
"MC9","Marsh Creek",1.88900005817413,2008-02-23
"MC10","Mine Creek",2.16300010681152,2008-02-23
"PC11","Perry Creek",1.94900000095367,2008-02-23
"PHB12","Pigeon House Branch",1.97699999809265,2008-02-23
"RC13","Richland Creek",2.29900002479553,2008-02-23
"RC14","Richland Creek-WF",2.20000004768372,2008-02-23
"RB15","Rocky Branch",2.05599999427795,2008-02-23
"SC16","Sycamore Creek",2.29900002479553,2008-02-23
"TC17","Turkey Creek",2.29900002479553,2008-02-23
"WC18","Walnut Creek",2.28600001335144,2008-02-23
"BDB1","Beaverdam Branch",0.00800000037997961,2008-02-24
"BB2","Big Branch",0,2008-02-24
"BBS3","Big Branch South",0,2008-02-24
"CC4","Crabtree Creek",0.0329999998211861,2008-02-24
"CC5","Crabtree Creek",0,2008-02-24
"HSC6","Hare Snipe Creek",0.0329999998211861,2008-02-24
"HC7","House Creek",0.00800000037997961,2008-02-24
"LBC8","Little Brier Creek",0.460999995470047,2008-02-24
"MC9","Marsh Creek",0,2008-02-24
"MC10","Mine Creek",0.00800000037997961,2008-02-24
"PC11","Perry Creek",0.028999999165535,2008-02-24
"PHB12","Pigeon House Branch",0,2008-02-24
"RC13","Richland Creek",0.0329999998211861,2008-02-24
"RC14","Richland Creek-WF",0.651000022888184,2008-02-24
"RB15","Rocky Branch",0,2008-02-24
"SC16","Sycamore Creek",0.0329999998211861,2008-02-24
"TC17","Turkey Creek",0.0329999998211861,2008-02-24
"WC18","Walnut Creek",0,2008-02-24
"BDB1","Beaverdam Branch",1.01800000667572,2008-02-25
"BB2","Big Branch",1.04299998283386,2008-02-25
"BBS3","Big Branch South",0.796999990940094,2008-02-25
"CC4","Crabtree Creek",0.973999977111816,2008-02-25
"CC5","Crabtree Creek",0.833000004291534,2008-02-25
"HSC6","Hare Snipe Creek",0.973999977111816,2008-02-25
"HC7","House Creek",1.01800000667572,2008-02-25
"LBC8","Little Brier Creek",1.33899998664856,2008-02-25
"MC9","Marsh Creek",0.833000004291534,2008-02-25
"MC10","Mine Creek",1.01800000667572,2008-02-25
"PC11","Perry Creek",1.12100005149841,2008-02-25
"PHB12","Pigeon House Branch",0.832000017166138,2008-02-25
"RC13","Richland Creek",0.973999977111816,2008-02-25
"RC14","Richland Creek-WF",1.30400002002716,2008-02-25
"RB15","Rocky Branch",0.827000021934509,2008-02-25
"SC16","Sycamore Creek",0.973999977111816,2008-02-25
"TC17","Turkey Creek",0.973999977111816,2008-02-25
"WC18","Walnut Creek",0.866999983787537,2008-02-25
"BDB1","Beaverdam Branch",0,2008-02-26
"BB2","Big Branch",0,2008-02-26
"BBS3","Big Branch South",0,2008-02-26
"CC4","Crabtree Creek",0,2008-02-26
"CC5","Crabtree Creek",0,2008-02-26
"HSC6","Hare Snipe Creek",0,2008-02-26
"HC7","House Creek",0,2008-02-26
"LBC8","Little Brier Creek",0,2008-02-26
"MC9","Marsh Creek",0,2008-02-26
"MC10","Mine Creek",0,2008-02-26
"PC11","Perry Creek",0,2008-02-26
"PHB12","Pigeon House Branch",0,2008-02-26
"RC13","Richland Creek",0,2008-02-26
"RC14","Richland Creek-WF",0,2008-02-26
"RB15","Rocky Branch",0,2008-02-26
"SC16","Sycamore Creek",0,2008-02-26
"TC17","Turkey Creek",0,2008-02-26
"WC18","Walnut Creek",0,2008-02-26
"BDB1","Beaverdam Branch",18.69700050354,2008-02-27
"BB2","Big Branch",17.1030006408691,2008-02-27
"BBS3","Big Branch South",12.9370002746582,2008-02-27
"CC4","Crabtree Creek",18.7129993438721,2008-02-27
"CC5","Crabtree Creek",14.3920001983643,2008-02-27
"HSC6","Hare Snipe Creek",18.7129993438721,2008-02-27
"HC7","House Creek",18.69700050354,2008-02-27
"LBC8","Little Brier Creek",15.0500001907349,2008-02-27
"MC9","Marsh Creek",14.3920001983643,2008-02-27
"MC10","Mine Creek",18.69700050354,2008-02-27
"PC11","Perry Creek",16.3689994812012,2008-02-27
"PHB12","Pigeon House Branch",15.2609996795654,2008-02-27
"RC13","Richland Creek",18.7129993438721,2008-02-27
"RC14","Richland Creek-WF",13.0609998703003,2008-02-27
"RB15","Rocky Branch",14.8489999771118,2008-02-27
"SC16","Sycamore Creek",18.7129993438721,2008-02-27
"TC17","Turkey Creek",18.7129993438721,2008-02-27
"WC18","Walnut Creek",13.125,2008-02-27
"BDB1","Beaverdam Branch",0,2008-02-28
"BB2","Big Branch",0,2008-02-28
"BBS3","Big Branch South",0,2008-02-28
"CC4","Crabtree Creek",0,2008-02-28
"CC5","Crabtree Creek",0,2008-02-28
"HSC6","Hare Snipe Creek",0,2008-02-28
"HC7","House Creek",0,2008-02-28
"LBC8","Little Brier Creek",0,2008-02-28
"MC9","Marsh Creek",0,2008-02-28
"MC10","Mine Creek",0,2008-02-28
"PC11","Perry Creek",0,2008-02-28
"PHB12","Pigeon House Branch",0,2008-02-28
"RC13","Richland Creek",0,2008-02-28
"RC14","Richland Creek-WF",0,2008-02-28
"RB15","Rocky Branch",0,2008-02-28
"SC16","Sycamore Creek",0,2008-02-28
"TC17","Turkey Creek",0,2008-02-28
"WC18","Walnut Creek",0,2008-02-28
"BDB1","Beaverdam Branch",0,2008-02-29
"BB2","Big Branch",0,2008-02-29
"BBS3","Big Branch South",0,2008-02-29
"CC4","Crabtree Creek",0,2008-02-29
"CC5","Crabtree Creek",0,2008-02-29
"HSC6","Hare Snipe Creek",0,2008-02-29
"HC7","House Creek",0,2008-02-29
"LBC8","Little Brier Creek",0,2008-02-29
"MC9","Marsh Creek",0,2008-02-29
"MC10","Mine Creek",0,2008-02-29
"PC11","Perry Creek",0,2008-02-29
"PHB12","Pigeon House Branch",0,2008-02-29
"RC13","Richland Creek",0,2008-02-29
"RC14","Richland Creek-WF",0,2008-02-29
"RB15","Rocky Branch",0,2008-02-29
"SC16","Sycamore Creek",0,2008-02-29
"TC17","Turkey Creek",0,2008-02-29
"WC18","Walnut Creek",0,2008-02-29
"BDB1","Beaverdam Branch",0,2008-03-01
"BB2","Big Branch",0,2008-03-01
"BBS3","Big Branch South",0,2008-03-01
"CC4","Crabtree Creek",0,2008-03-01
"CC5","Crabtree Creek",0,2008-03-01
"HSC6","Hare Snipe Creek",0,2008-03-01
"HC7","House Creek",0,2008-03-01
"LBC8","Little Brier Creek",0,2008-03-01
"MC9","Marsh Creek",0,2008-03-01
"MC10","Mine Creek",0,2008-03-01
"PC11","Perry Creek",0,2008-03-01
"PHB12","Pigeon House Branch",0,2008-03-01
"RC13","Richland Creek",0,2008-03-01
"RC14","Richland Creek-WF",0,2008-03-01
"RB15","Rocky Branch",0,2008-03-01
"SC16","Sycamore Creek",0,2008-03-01
"TC17","Turkey Creek",0,2008-03-01
"WC18","Walnut Creek",0,2008-03-01
"BDB1","Beaverdam Branch",0,2008-03-02
